Mbinned,Rbinned,loc,scale,invdeg,skew
867459527921776.1,7.25,0.3485262310166861,0.2189137363673806,0.1561508956959838,-0.16698385995566667
867459527921776.1,7.75,0.39174409402671195,0.21758264724563608,0.1839501749509107,-0.2337072977247919
867459527921776.1,8.25,0.45963589293776097,0.20536609628514774,0.1216175808848961,-0.23391702059974406
867459527921776.1,8.75,0.5307298312316152,0.2103123071320952,0.17882625056473084,-0.10544593779928074
867459527921776.1,9.25,0.5861202123728685,0.1938306385904109,0.1600629794908225,-0.03065641742376069
867459527921776.1,9.75,0.5825323959673794,0.1930998594507934,0.117738854264032,-0.2568486545487082
867459527921776.1,10.25,0.7167282900309275,0.18977182652763647,0.05335049398886899,-0.028546329409063445
867459527921776.1,10.75,0.7544545695024634,0.18714270739653724,0.1263091265375008,-0.08005453936054431
867459527921776.1,11.25,0.8119656530388937,0.19313985434388553,0.13410124714235777,-0.06921531572054306
867459527921776.1,11.75,0.8637425628447266,0.20192415987639872,0.14032009853969307,-0.061190531158903924
867459527921776.1,12.25,0.9068421073091794,0.20700897463433232,0.15654760523883327,-0.11135114483884453
867459527921776.1,12.75,0.9442719099991582,0.21890173298444754,0.17096405784253157,-0.1222834027432954
867459527921776.1,13.25,1.0354420791909476,0.20519504600703845,0.11051228639813857,-0.015601045350267575
867459527921776.1,13.75,1.0876212020751517,0.20043792362739188,0.1235951988126784,0.008662768835117192
867459527921776.1,14.25,1.1436506475423125,0.21126164359783023,0.08412750185929421,0.04873875505060003
867459527921776.1,14.75,1.1979384866708287,0.20305766558525915,0.11051603946562853,-0.01747751428299242
867459527921776.1,15.25,1.2515955199829059,0.2107483581308702,0.12434380211769357,0.024285237072699008
867459527921776.1,15.75,1.288989342208444,0.20862290624568325,0.1416095014302422,-0.038756589356985886
867459527921776.1,16.25,1.372605600052505,0.22743165183372213,0.12470270698584622,0.10444455323239586
867459527921776.1,16.75,1.4245026157596643,0.23448820593421427,0.12419258094412895,0.10532207684255943
867459527921776.1,17.25,1.4442707632742624,0.2365618064661742,0.11602354732200668,0.047698937968559445
867459527921776.1,17.75,1.4906367854751348,0.23705951288361407,0.09806554935330646,0.043349663246252355
867459527921776.1,18.25,1.5474122833438886,0.23479570178867828,0.06843406016900958,0.1136638741334034
867459527921776.1,18.75,1.5903622922465632,0.23300176321280033,0.11744181703033062,0.015910698864419072
867459527921776.1,19.25,1.669398305326622,0.2598082399856421,0.1216175808848961,0.056550172606998766
867459527921776.1,19.75,1.7087616421304785,0.2553432373797498,0.1600217931395717,0.15552535167893616
